Slug,Name,Paper Title,Paper Link,Year,Issue,Implemented,(AF) Agent Causally Rational,(AF) Agent Optimally Rational,(MF) Deterministic,(MF) Non-deterministic,(MF) Probabilistic,(MF) Actions Parameterized,(MF) Action Parameters Typed,(MF) Predicates Parameterized,(MF) Predicate Parameters Typed,(DF) Fluents Fully Observable,(DF) Fluents Partially Observable,(DF) Fluent Observations Correct,(DF) Predicates Parameterized,(DF) Predicate Parameters Typed,(DF) Actions Parameterized,(DF) Actions Parameters Typed,(DF) Action Observations Correct,(DF) Action Labels Known,(DF) Action Parameters Known,(DF) Action Partial Preconditions Known,(DF) Action Full Preconditions Known,(DF) Action Partial Effects Known,(DF) Action Full Effects Known,(DF) Requires Goal Access
observer,OBSERVER,Learning Planning Operators by Observation and Practice,https://aaai.org/Papers/AIPS/1994/AIPS94-057.pdf,1994,25,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
